index;Project url;Language;Contributors;OSE;BCE;PDE;SV;OS;SD;RS;TFS;UI;TC;CommitCount;DaysActive;FirstCommitDate;LastCommitDate;commitCentrality_Community Count;commitCentrality_TFN;commitCentrality_TFC;commitCentrality_CommunityAuthorCount_count;commitCentrality_CommunityAuthorCount_mean;commitCentrality_CommunityAuthorCount_stdev;commitCentrality_CommunityAuthorItemCount_count;commitCentrality_CommunityAuthorItemCount_mean;commitCentrality_CommunityAuthorItemCount_stdev;Issues_TFN;Issues_TFC;Issues_CommunityAuthorCount_count;Issues_CommunityAuthorCount_mean;Issues_CommunityAuthorCount_stdev;Issues_CommunityAuthorItemCount_count;Issues_CommunityAuthorItemCount_mean;Issues_CommunityAuthorItemCount_stdev;issuesAndPRsCentrality_TFN;issuesAndPRsCentrality_TFC;issuesAndPRsCentrality_CommunityAuthorCount_count;issuesAndPRsCentrality_CommunityAuthorCount_mean;issuesAndPRsCentrality_CommunityAuthorCount_stdev;issuesAndPRsCentrality_CommunityAuthorItemCount_count;issuesAndPRsCentrality_CommunityAuthorItemCount_mean;issuesAndPRsCentrality_CommunityAuthorItemCount_stdev;BusFactorNumber;SponsoredTFC;ExperiencedTFC
15;https://github.com/firedrakeproject/dcore;Python;38;0;0;1;1;1;1;0;1;0;1;1988;2246;13/01/2016;08/03/2022;3;29;5.980.885.311.871.220;3;12.333.333.333.333.300;4.618.802.153.517.000;3;6.626.666.666.666.660;382.439.973.503.468;9;7.545.454.545.454.540;4;3.25;20.615.528.128.088.300;4;27.5;2.489.310.480.166.470;9;8.902.439.024.390.240;3;5.333.333.333.333.330;37.859.388.972.001.800;3;19.133.333.333.333.300;18.432.670.271.377.700;0.5;20.120.724.346.076.400;9.567.404.426.559.350
16;https://github.com/neo4j-contrib/docker-neo4j;Python;38;1;0;1;1;0;1;1;0;1;0;849;2634;27/04/2015;13/07/2022;4;45;34.275.618.374.558.300;4;11.5;8.582.928.793.055.820;4;212.25;24.603.167.140.295.800;270;17.943.548.387.096.700;31;8.741.935.483.870.960;21.908.853.221.069.400;31;16;49.808.299.174.602.000;316;23.647.058.823.529.400;31;10.225.806.451.612.900;2.447.952.842.331.640;31;27.419.354.838.709.600;8.331.457.423.266.280;0.9968454258675079;5.547.703.180.212.010;895.170.789.163.722
17;https://github.com/dart-lang/co19;Python;38;0;1;1;1;0;1;1;1;1;0;3957;3929;09/10/2011;13/07/2022;5;40;4.119.282.284.559.000;5;8.2;4.207.136.793.592.520;5;791.4;10.554.924.443.121.300;62;53.266.331.658.291.400;5;12.8;7.726.577.508.832.740;5;477.6;4.890.243.347.728.200;68;35.108.406.238.113.300;5;13.8;8.105.553.651.663.770;5;525.8;5.257.158.928.546.860;0.9855072463768116;0.9350518069244376;9.656.305.281.779.120
18;https://github.com/RedisLabs/memtier_benchmark;Python;38;1;1;1;0;1;1;0;1;0;1;157;3219;27/06/2013;21/04/2022;10;37;24.203.821.656.050.900;10;3.8;2.898.275.349.237.880;10;15.7;17.301.573.467.301.800;91;2.182.741.116.751.260;18;5.111.111.111.111.110;74.034.085.066.501.500;18;10.944.444.444.444.400;1.937.394.315.059.820;120;23.112.128.146.453.000;20;6.05;79.503.392.843.854.200;20;21.85;35.892.053.071.455.900;0.9917355371900827;20.382.165.605.095.500;7.388.535.031.847.130
19;https://github.com/schubergphilis/Seccubus;Python;38;1;0;1;1;0;1;1;1;1;0;2229;3082;02/02/2011;12/07/2019;3;36;8.811.126.065.500.220;3;12.666.666.666.666.600;8.621.678.104.251.700;3;743;11.345.466.054.772.700;119;56.293.222.683.264.100;11;10.909.090.909.090.900;15.488.412.090.686.000;11;6.572.727.272.727.270;14.097.311.155.613.300;130;62.003.780.718.336.400;12;10.916.666.666.666.600;16.811.567.085.753.400;12;8.816.666.666.666.660;21.164.371.147.298.600;0.9847328244274809;26.469.268.730.372.300;9.457.155.675.190.660
20;https://github.com/puppet-community/pypuppetdb;Python;38;1;1;1;0;0;1;1;0;1;0;458;3240;29/07/2013;13/06/2022;9;58;0;9;6.444.444.444.444.440;5.681.353.516.353.100;9;50.888.888.888.888.800;5.065.432.963.835.480;65;0;10;6.5;566.176.258.382.101;10;16.1;16.782.596.806.083.200;110;0;6;18.333.333.333.333.300;14.165.686.240.583.800;6;9.383.333.333.333.330;7.871.319.245.632.630;1;23.362.445.414.847.100;7.467.248.908.296.940
1;https://github.com/joshwcomeau/react-flip-move;TypeScript;39;1;1;0;1;0;1;1;1;0;0;327;2273;30/01/2016;22/04/2022;8;39;6.697.247.706.422.010;8;5;4.956.957.592.256.420;8;40.875;9.485.543.511.801.820;179;3.367.088.607.594.930;26;6.923.076.923.076.920;1.587.683.363.123.280;26;15.192.307.692.307.600;4.461.481.299.368.560;204;3.770.764.119.601.320;27;7.592.592.592.592.590;18.418.759.791.329.900;27;22.296.296.296.296.200;678.339.685.809.941;0.9951219512195122;856.269.113.149.847;7.645.259.938.837.920
2;https://github.com/Lemoncode/react-typescript-samples;TypeScript;39;1;0;1;0;0;1;0;1;1;0;715;1630;28/02/2016;15/08/2020;3;38;3.552.447.552.447.550;3;13;1;3;23.833.333.333.333.300;1.788.640.079.315.380;35;425.287.356.321.839;5;7.2;7.981.227.975.693.960;5;34.8;44.313.654.780.439.800;50;4.461.942.257.217.840;6;8.5;9.974.968.671.630.000;6;63.5;9.167.496.932.096.560;0.9803921568627451;13.146.853.146.853.100;688.111.888.111.888
3;https://github.com/not-an-aardvark/snoowrap;TypeScript;39;0;1;1;1;0;1;1;1;0;0;732;2014;18/01/2016;24/07/2021;9;39;0;9;4.333.333.333.333.330;4.272.001.872.658.760;9;8.133.333.333.333.330;2.154.593.929.259.060;241;4.224.872.231.686.540;31;7.838.709.677.419.350;200.866.402.934.779;31;1.893.548.387.096.770;5.698.709.531.339.580;270;4.528.552.456.839.300;30;29.321.428.571.428.500;9.974.968.671.630.000;30;25.1;7.618.414.623.746.220;1;3.825.136.612.021.850;9.480.874.316.939.890
4;https://github.com/GoogleCloudPlatform/jupyter-extensions;TypeScript;37;0;0;1;1;1;0;0;1;0;0;1516;461;24/03/2020;29/06/2021;2;0;100;2;18;0;2;758;5.939.696.961.966.990;12;3.684.210.526.315.780;5;2.6;2.073.644.135.332.770;5;19;3.418.332.927.027.440;29;23.013.048.635.824.400;6;5;363.318.042.491.699;6;140.5;15.944.246.611.238.800;-0.2;4.089.709.762.532.980;2.737.467.018.469.650
5;https://github.com/alexa-js/alexa-app;TypeScript;37;1;1;0;1;0;1;1;0;0;0;408;1560;13/05/2015;20/08/2019;5;52;3.161.764.705.882.350;5;10.8;807.465.169.527.454;5;81.6;10.530.337.126.607.100;206;25.673.534.072.900.100;17;12.176.470.588.235.200;15.269.394.610.288.400;17;3.711.764.705.882.350;6.105.722.966.297.800;245;24.347.826.086.956.500;18;13.666.666.666.666.600;19.220.087.531.171.100;18;63.888.888.888.888.800;10.961.692.059.643.700;0.991869918699187;8.333.333.333.333.330;62.5
6;https://github.com/pnpm/supi;TypeScript;37;0;0;1;1;1;1;0;0;1;0;1901;835;27/01/2016;12/05/2018;3;32;823.250.920.568.122;3;12.333.333.333.333.300;37.859.388.972.001.800;3;6.336.666.666.666.660;7.216.414.160.324.590;7;5.217.391.304.347.820;2;4;4.242.640.687.119.280;2;11.5;14.849.242.404.917.400;13;5.309.734.513.274.330;5;2.8;19.235.384.061.671.300;5;22.6;40.203.233.700.785.800;0.6428571428571429;0.7364544976328248;9.510.783.798.001.050
7;https://github.com/projectkudu/AzureResourceExplorer;TypeScript;37;1;0;1;1;1;1;1;0;0;0;416;2706;03/10/2014;02/03/2022;4;35;16.826.923.076.923.000;4;9;39.157.800.414.902.400;4;104;10.621.989.769.655.500;136;4.398.148.148.148.140;18;7.666.666.666.666.660;12.597.852.291.281.200;18;24;4.573.195.561.864.680;160;19.660.537.482.319.600;16;100.625;17.148.250.639.642.500;16;441.875;8.992.309.213.989.470;0.9937888198757764;5.528.846.153.846.150;84.375
8;https://github.com/hilongjw/vue-lazyload;TypeScript;37;0;1;1;0;1;1;0;0;0;0;323;2331;14/01/2016;02/06/2022;10;58;6.222.910.216.718.260;10;6;6.018.490.028.422.590;10;32.3;4.616.648.616.089.860;660;0;162;4.074.074.074.074.070;13.621.573.843.798.500;162;5.777.777.777.777.770;28.196.295.074.009.600;718;0;161;4.459.627.329.192.540;170.044.089.094.637;161;7.124.223.602.484.470;4.013.053.042.322.870;0.9972144846796658;14.860.681.114.551.000;6.749.226.006.191.950
9;https://github.com/bradyholt/cRonstrue;TypeScript;37;0;0;1;1;0;1;0;0;1;0;854;2204;14/06/2016;28/06/2022;4;42;7.798.594.847.775.170;4;11;816.496.580.927.726;4;213.5;3.363.970.867.888.120;110;4.251.207.729.468.590;26;4.269.230.769.230.760;13.095.213.453.190.200;26;7.961.538.461.538.460;30.667.873.443.368.400;137;5.732.323.232.323.230;26;53.076.923.076.923.000;1.795.498.645.116.550;26;1.523.076.923.076.920;6.668.091.642.580.060;0.9855072463768116;6.908.665.105.386.410;8.864.168.618.266.970
10;https://github.com/angular/tsickle;TypeScript;37;0;0;1;1;0;0;1;0;1;1;1236;2468;05/10/2015;08/07/2022;4;83;39.239.482.200.647.200;4;21.25;11.086.778.913.041.700;4;309;12.871.933.291.726.800;211;5.079.840.319.361.270;13;16.384.615.384.615.300;2.006.048.546.080.270;13;7.707.692.307.692.300;13.879.749.129.484.800;252;42.560.646.900.269.500;16;15.875;22.240.728.405.337.800;16;231.875;43.394.790.393.932.400;0.9921259842519685;6.634.304.207.119.740;8.656.957.928.802.580
11;https://github.com/jaedb/Iris;TypeScript;39;1;0;1;1;0;1;1;0;1;1;3037;2084;03/10/2016;18/06/2022;4;44;961.145.867.632.532;4;11.25;5.251.983.752.196.240;4;759.25;14.632.006.868.505.700;506;3.831.831.831.831.830;51;9.941.176.470.588.230;30.100.107.484.662.400;51;3.264.705.882.352.940;13.082.841.029.828.500;527;3.998.929.336.188.430;50;10.56;3.243.150.395.802.800;50;37.36;1.515.756.374.802.720;0.9981060606060606;0.9878169245966415;9.766.216.661.178.790
12;https://github.com/dataform-co/dataform;TypeScript;38;0;0;1;1;0;1;0;0;0;0;1426;1407;03/09/2018;12/07/2022;4;34;6.514.726.507.713.880;4;10;5.830.951.894.845.300;4;356.5;33.966.110.561.361.900;89;3.546.325.878.594.240;28;32.142.857.142.857.100;5.377.298.942.344.930;28;22.357.142.857.142.800;6.811.711.825.188.870;110;3.350.089.766.606.820;26;4.269.230.769.230.760;7.421.901.062.707.270;26;10.711.538.461.538.400;27.401.245.620.198.700;0.9459459459459459;14.726.507.713.884.900;9.417.952.314.165.490
13;https://github.com/leek-wars/leek-wars-client;TypeScript;38;1;0;1;1;0;0;0;0;0;0;3554;2127;13/09/2016;12/07/2022;3;51;923.466.516.601.013;3;17.333.333.333.333.300;66.583.281.184.793.900;3;11.846.666.666.666.600;18.899.799.822.573.000;60;5.334.821.428.571.420;5;12.2;11.606.032.913.963.300;5;179.2;2.313.875.536.842.890;82;5.056.089.743.589.740;6;13.833.333.333.333.300;15.535.979.745.953.100;6;208;3.042.025.640.917.570;0.9879518072289156;13.224.535.734.383.700;9.504.783.342.712.430
14;https://github.com/ActivityWatch/aw-webui;TypeScript;38;1;0;1;1;0;1;0;0;1;0;1069;2267;27/04/2016;13/07/2022;4;40;7.362.020.579.981.290;4;10.5;4.509.249.752.822.890;4;267.25;2.523.626.689.244.400;48;42.391.304.347.826.000;7;7;8;7;26.285.714.285.714.200;3.992.791.123.059.270;77;5.073.409.461.663.940;8;9.75;13.317.550.182.264.800;8;76.625;13.433.320.778.677.800;0.9743589743589743;18.709.073.900.841.900;9.317.118.802.619.270
15;https://github.com/TGFTech/angular-cesium;TypeScript;38;1;0;1;0;0;1;0;0;1;1;1705;1670;22/01/2017;19/08/2021;4;36;4.252.199.413.489.730;4;9.5;3.415.650.255.319.860;4;426.25;2.365.662.345.588.080;113;26.634.382.566.585.900;22;5.181.818.181.818.180;8.910.327.681.625.370;22;18.772.727.272.727.200;4.282.848.609.020.890;128;3.851.261.620.185.920;22;5.863.636.363.636.360;9.987.112.908.264.540;22;3.422.727.272.727.270;8.469.774.372.560.220;0.9844961240310077;2.404.692.082.111.430;6.111.436.950.146.620
16;https://github.com/google/closure-templates;TypeScript;38;0;1;1;1;1;0;1;0;1;1;4761;4660;09/10/2009;13/07/2022;7;67;8.506.616.257.088.840;7;10.428.571.428.571.400;10.260.882.724.488.800;7;6.801.428.571.428.570;10.514.056.351.017.900;135;0;26;51.923.076.923.076.900;7.904.526.453.971.700;26;15.653.846.153.846.100;29.191.700.611.909.900;164;0;37;44.324.324.324.324.300;7.865.326.653.316.010;37;22.216.216.216.216.200;49.910.550.618.712.500;0.9634146341463414;15.752.993.068.683.000;9.827.767.275.782.390
17;https://github.com/DamonOehlman/detect-browser;TypeScript;38;0;1;1;0;1;1;1;1;0;0;154;2715;29/06/2014;04/12/2021;10;38;6.623.376.623.376.620;10;3.9;5.043.147.165.543.880;10;15.4;3.688.480.566.424.180;112;3.284.313.725.490.190;27;4.185.185.185.185.180;7.951.956.880.769.550;27;7.555.555.555.555.550;21.280.784.639.476.800;149;39.130.434.782.608.600;30;5;12.523.082.136.874.100;30;12.266.666.666.666.600;4.206.229.643.765.530;0.9933333333333333;9.090.909.090.909.090;7.142.857.142.857.140
18;https://github.com/aurelia/templating-resources;TypeScript;38;0;0;0;1;0;1;1;0;1;0;643;2718;10/12/2014;21/05/2022;3;42;6.174.183.514.774.490;3;15;3.605.551.275.463.980;3;21.433.333.333.333.300;20.765.436.025.601.100;250;31.432.360.742.705.500;12;21;26.076.809.620.810.500;12;62.833.333.333.333.300;9.932.392.674.598.810;274;3.478.632.478.632.470;10;27.6;30.467.468.990.165.000;10;117;16.294.784.441.654.900;0.9891304347826086;26.438.569.206.842.900;8.755.832.037.325.030
19;https://github.com/zefoy/ngx-color-picker;TypeScript;38;0;1;1;1;0;1;1;0;0;0;355;1861;30/01/2017;06/03/2022;5;36;7.408.450.704.225.350;5;7.6;4.979.959.839.195.490;5;71;11.812.070.097.997.200;268;41.209.829.867.674.800;52;5.173.076.923.076.920;1.808.988.576.021.130;52;10.173.076.923.076.900;490.620.739.886.972;305;4.281.481.481.481.480;56;5.464.285.714.285.710;20.222.367.711.130.000;56;12.053.571.428.571.400;6.259.405.131.272.660;0.9934640522875817;12.112.676.056.338.000;8.140.845.070.422.530
20;https://github.com/davidfig/pixi-viewport;TypeScript;39;0;0;1;1;0;1;1;0;1;0;772;1622;29/08/2017;06/02/2022;4;38;8.613.989.637.305.690;3;3;1;3;8.333.333.333.333.330;7.094.598.884.597.580;251;3.958.020.989.505.240;25;10.08;26.970.539.482.924.600;25;26.68;8.529.005.412.903.270;273;4.043.848.964.677.220;28;9.785.714.285.714.280;2.739.066.770.359.340;28;29.321.428.571.428.500;9.802.004.842.979.770;0.9963503649635036;5.829.015.544.041.450;9.041.450.777.202.070
